brand,events,views,carts,purchases,users_chunk_sum,revenue,avg_price
schwinn,2224,2130,75,19,1299,8440.92,440.24999892875746
scierra,3543,3533,7,3,2166,220.88,134.32825280134702
scinic,172,169,2,1,113,20.57,25.223158536585366
scivation,623,590,20,13,233,433.16999999999996,33.64865379219546
scool,906,894,9,3,662,370.68,137.22128001537
scoole,5116,5029,68,19,2853,512.62,34.83455900904934
scooter,1353,1315,29,9,711,223.55,40.24864977248307
scorpion,359,350,7,2,187,656.9,283.72803164050345
scott,8495,8305,153,37,3675,7990.95,692.2081552261478
scovo,24410,23503,691,216,13994,5712.23,28.33850833860381
scoyco,1260,1250,8,2,617,118.4,100.54344515809821
screecherswild,1260,1214,39,7,643,222.51,31.208519609490395
scruff-a-luvs,1319,1282,29,8,770,241.8,28.078366869615575
scythe,9,9,0,0,6,0.0,46.19
sdt,987,950,30,7,687,511.2,97.00401852378734
sea-doo,1143,1128,11,4,1035,613.88,153.47
seagate,41173,39083,1516,574,16996,40616.6,95.71888067903521
seanovo,183,182,1,0,92,0.0,1106.6592036340853
seasonic,594,542,34,18,309,3090.72,168.02102099490526
sebamed,167,163,4,0,92,0.0,4.724550476190475
secretgourmet,1274,1245,19,10,952,261.53,25.473032544188932
secretkey,384,374,8,2,208,22.4,9.320793265403179
seed,413,413,0,0,348,0.0,554.6985439383483
sega,18518,18101,302,115,9308,5429.48,49.43456914360692
segotep,2149,2119,20,10,1304,280.48,53.39394883793996
segway,5121,5077,36,8,3075,3132.28,474.48897233252455
seiko,19909,19822,66,21,7674,14980.06,654.5907321186825
seintex,3831,3751,68,12,2984,309.94,29.07630193612429
sekiguchi,34,34,0,0,29,0.0,27.25
selby,34596,32590,1452,554,14170,23364.23,42.59287691389976
select,376,365,8,3,212,149.22,48.1388656100768
selective,3498,3441,33,24,2280,1020.37,40.165972526929735
selectiveprofessional,358,354,2,2,248,108.12,47.57890863522442
selena,103,103,0,0,66,0.0,23.213366666666666
seletti,1028,1026,2,0,770,0.0,67.31559397769448
selma,29,29,0,0,19,0.0,1594.35
senacijpatrul,18,18,0,0,15,0.0,60.04333333333333
senci,3708,3682,15,11,1918,17769.96,1399.5443802586944
sencor,612,610,2,0,344,0.0,174.63541623404328
sennheiser,22403,21666,548,189,9146,19050.09,126.48761928657014
sensis,2783,2761,19,3,1841,137.46,44.2487835640611
senspa,345,344,1,0,235,0.0,2150.2827484804757
serebro,15810,15058,595,157,6231,917.67,5.749039580975743
serebroff,3534,3399,109,26,1849,695.15,36.63495202058804
sergiorossi,4902,4884,15,3,2936,2731.09,977.9143098065534
sergiotacchini,2794,2722,59,13,767,1023.29,76.12856482009148
sess,3,3,0,0,2,0.0,56.6
sevenfriday,1892,1878,10,4,1211,5771.07,1521.2370395014489
seventeen,774,759,11,4,532,83.19999999999999,24.44287719613518
seventeenkids,81,81,0,0,70,0.0,38.61
sgary,46,46,0,0,34,0.0,44.92
shagovita,34042,33633,262,147,17858,9208.369999999999,70.05594088757564
shaik,3085,3019,46,20,1871,4999.83,264.75650300734327
shakira,4327,4131,148,48,1737,704.0899999999999,15.48714429809547
shangpree,91,91,0,0,69,0.0,13.325000000000001
shantougepai,225,220,3,2,180,147.76,73.46230769230769
shark,343,338,5,0,143,0.0,323.6525778150085
sharking,796,781,9,6,471,1879.96,584.1017008817698
sharp,319,315,2,2,209,823.66,440.1138905196782
sheba,1700,1622,46,32,1023,4355.07,133.35420331067854
sheffilton,1770,1712,54,4,1263,84.64,21.35869801877493
shell,31974,30950,777,247,14428,5568.13,27.188184749031752
shengyuan,64,64,0,0,37,0.0,36.38028571428571
shenma,24161,22809,1030,322,9967,18253.83,57.5771624878409
sherlock,348,339,6,3,260,61.05,19.577067307692307
sheyk,115,115,0,0,69,0.0,64.0919
shhongri,764,758,5,1,510,45.05,45.05
shima,849,806,29,14,488,1045.1000000000001,74.0515503875969
shimano,24151,23905,162,84,9177,14121.22,217.18218893420743
shimmerandshine,34,34,0,0,29,0.0,10.27
shindo,1643,1606,23,14,775,896.11,83.29069316237
shinko,313,305,5,3,174,270.27,102.73712256332821
ship,1567,1534,26,7,1016,93.69,17.896647880167595
shiraz,5787,5697,68,22,2986,11500.92,637.6993466987315
shiseido,20299,19611,498,190,8380,11689.24,64.60088803193129
shishi,1158,1145,11,2,913,33.12,280.0776141312201
shivaki,153708,148122,4212,1374,66665,214108.67,156.9715345201635
sho-me,176398,166671,7258,2469,68460,345570.43,137.57448074458395
shoesrepablic,785,723,48,14,470,839.1,62.28219696969697
shoesrepublic,11908,11307,478,123,4866,7485.83,63.06509058913852
shogun,793,785,0,8,604,5148.16,624.7327164252453
shoiberg,1274,1245,25,4,779,222.39,58.826921292747755
shoodow,77,71,4,2,48,23.16,11.58
shopkins,1375,1357,13,5,816,93.03,19.47578579086381
shua,5530,5473,45,12,3342,16031.32,1677.01793898882
shunxiang,10,10,0,0,9,0.0,5.43
shure,15628,15272,238,118,7292,31669.16,450.511305614943
siberia,2487,2440,35,12,1642,4658.67,427.89732459763417
sibin,213,171,24,18,92,222.43,42.13827932524992
sibirskietovary,1355,1347,7,1,782,60.66,48.769598456154206
sibpolimer,1,1,0,0,1,0.0,49.83
sibrteh,4714,4594,93,27,2401,2144.97,127.0022011097221
siee,610,605,4,1,469,72.05,67.81811497991437
siemens,1950,1941,8,1,1173,745.49,890.9008961313342
siger,6672,6492,140,40,2730,3518.59,87.43103304726617
sigikid,666,663,3,0,421,0.0,74.63413061138485
sigma,7691,7630,47,14,4166,3425.86,162.10997120152206
signal,4573,4509,52,12,2585,1551.49,150.56687352708997
signature,199,196,3,0,112,0.0,91.45563580246913
silampos,190,190,0,0,125,0.0,43.12741176470588
silapro,1773,1726,43,4,1041,50.46,13.194891322098895
silhouette,1675,1657,15,3,984,1204.92,365.10207720297626
silikomart,125,125,0,0,92,0.0,12.496127274333157
silter,7,7,0,0,5,0.0,303.89
silva,11070,10946,93,31,6735,10690.06,612.7428195272929
silverlit,210752,205666,4833,253,124017,11874.44,33.72836405278798
silverstone,441,441,0,0,297,0.0,99.9805395744302
sima-land,3366,3337,23,6,1994,210.57,32.54216026359835
simat,218,194,19,5,84,440.04,88.11082449981792
simax,2045,2025,14,6,1372,380.88,40.44225336077636
simba,43245,42362,808,75,29272,2070.38,36.31018537097071
simbat,213,199,11,3,127,25.410000000000004,8.47
simfer,15167,14678,366,123,7649,23283.8,214.4741486905618
similac,5861,5510,277,74,2754,906.68,10.86607502485922
simonettaravizza,674,673,1,0,587,0.0,1019.3707432646742
simpleparenting,1228,1191,21,16,745,5738.150000000001,357.01172511260364
simpliccity,25,25,0,0,24,0.0,36.91
simurg,402,369,19,14,237,4215.320000000001,328.9366294642857
sinbo,4128,3986,100,42,2628,1164.45,25.19963471499747
sincotoys,308,307,1,0,270,0.0,16.17007843137255
sindbad,367,326,30,11,199,201.73000000000002,20.935824304365173
singer,7967,7805,130,32,2850,6972.320000000001,233.80790237969984
sinisalo,578,573,4,1,529,128.03,128.03
sinotex,3993,3934,30,29,2214,2895.9,137.9620405154336
sinusprofi,533,530,2,1,280,399.44,406.4028712389501
siren,116,115,1,0,91,0.0,62.734102564102564
sirius,4180,4100,59,21,2485,275.73,13.13
sis,1384,1382,2,0,846,0.0,13.811572321218298
sisley,853,797,26,30,434,4773.0,152.1163722080629
siton,275,271,3,1,180,41.41,46.866108159340655
sitparad,673,667,5,1,482,56.6,53.089700139195514
sjcam,25108,24321,602,185,9729,20762.18,106.47570719575549
sjrc,4685,4556,92,37,2123,10396.02,297.8501028892472
skad,266222,257258,7120,1844,116205,414971.29,229.21289363453727
skagen,12165,11977,144,44,5253,6913.64,167.3332548557447
skandika,219,219,0,0,151,0.0,252.26
skazocnyjpatrul,594,573,17,4,407,87.80000000000001,12.062734521853908
skechers,68,68,0,0,56,0.0,36.04
ski-doo,56712,56220,397,95,36211,11569.52,255.6179506786604
skil,152,145,0,7,79,702.73,96.29605185185184
skillmax,4722,4576,105,41,2263,6163.04,215.42941796658224
skindoctors,279,269,7,3,175,172.2,37.11345905483405
skovo,10,10,0,0,6,0.0,37.96
sksportivnaakollekcia,10035,9734,242,59,5448,2290.85,33.262717971823804
skullcandy,37,37,0,0,28,0.0,66.3754
skv,564,561,3,0,345,0.0,180.58816331132635
skv-kompani,235,229,5,1,142,181.47,181.74883333333335
skwooshi,407,405,2,0,333,0.0,22.325398955946017
sky,14,14,0,0,11,0.0,772.22
sky-watcher,844,839,3,2,494,982.94,706.7778701988415
skylor,1012,997,2,13,656,1029.6599999999999,108.7835479283976
skytech,2080,2043,19,18,1341,462.78000000000003,25.71
skyworth,16504,15967,417,120,9192,74342.89,614.2669088597129
slaro,229,229,0,0,159,0.0,400.28040022675737
slavanskieoboi,647,642,5,0,474,0.0,26.0
slavanskijdomknigi,10,10,0,0,7,0.0,3.755714285714286
sledopyt,7552,7402,120,30,3271,2749.64,109.1990519467634
sleekmakeup,20,20,0,0,15,0.0,12.359999999999998
slezakrav,14,14,0,0,9,0.0,97.313125
slider,798,794,2,2,576,231.64000000000001,121.58821640592315
slonimmebel,277,276,1,0,211,0.0,380.96
slovo,15,15,0,0,14,0.0,29.435
sluban,482,476,5,1,355,7.46,12.01879447450046
slumberjack,4,4,0,0,3,0.0,122.01333333333332
sly,2872,2864,0,8,1623,270.37,38.54072712711486
smalvic,318,318,0,0,187,0.0,581.7418222298535
smart,46903,46123,583,197,19240,121258.25,853.74379844599
smartbuy,2781,2690,80,11,1674,65.14,7.6607455844185814
smartrike,10870,10659,157,54,6853,8122.900000000001,135.64104374841693
smarttextile,121,118,3,0,85,0.0,40.36536111111111
smarttrike,190,185,3,2,143,126.12,62.52596774193548
smartway,112,111,1,0,86,0.0,49.039216891133556
smashbox,21741,21240,347,154,10442,5744.27,39.01578938420236
smashers,26,26,0,0,17,0.0,25.222261904761904
smeg,115112,113247,1366,499,52893,225008.63999999998,852.8086020184917
smiger,430,425,1,4,306,458.16999999999996,106.4453561287478
smile,39483,38294,895,294,23221,11684.09,43.165997485049594
smk,422,421,1,0,303,0.0,285.7
smoby,5670,5622,36,12,3666,5121.0,499.41405706690466
sms,5401,5173,165,63,3507,648.27,10.29568163265306
smtt,144,140,4,0,111,0.0,7.290303030303031
snez,1222,1178,34,10,635,3750.66,326.8300100113135
snogear,326,323,3,0,268,0.0,217.82000000000002
snowcap,15468,15200,216,52,7614,3149.02,45.07080258082009
sofia,165,157,7,1,120,4.43,6.618138538748832
sofit,483,475,5,3,381,173.64000000000001,57.88
softoy,1593,1500,74,19,994,221.35999999999999,12.121932695087724
sokany,211,207,3,1,105,25.48,25.48
sokolov,672953,648918,16892,7143,244795,1045754.13,170.19814876338836
solaris,1869,1849,12,8,1197,526.72,31.408295476003126
solarstorm,173,173,0,0,106,0.0,43.24089907217539
solideal,47,47,0,0,35,0.0,203.3818976190476
solite,3648,3519,73,56,1532,5062.22,93.66559961306997
soliver,248,245,2,1,189,95.24,95.24
solnok,95,91,3,1,81,59.1,59.1
solognac,266,265,1,0,209,0.0,77.22
solomon,10685,10527,112,46,6257,13860.08,252.95989418563065
solostyle,12374,11937,336,101,8305,5462.52,55.013858662349726
sonar,82,81,1,0,59,0.0,18.572407407407407
sonata,272,265,6,1,160,92.67,92.67
sonda,1121,1105,10,6,726,169.88,28.52546086564334
sonel,27854,26954,588,312,13845,31572.0,101.28167733159113
sonifer,569,560,8,1,383,64.09,23.34650268922996
sonnaaskazka,135,131,4,0,85,0.0,44.666249465811966
sonny,369,339,26,4,223,241.95999999999998,77.24824488169334
sonor,544,537,7,0,368,0.0,291.9345670492739
sonoterra,79,73,5,1,48,11.33,21.769222222222222
sonusfaber,182,182,0,0,137,0.0,1058.7122398640786
sony,2174178,2046316,94199,33663,734551,12089299.24,423.0658498824249
sonyarose,131,131,0,0,92,0.0,35.89516600529101
sonyinteractiveentertainment,2778,2596,113,69,1692,4530.27,66.23096150446118
sordiant,5913,5030,731,152,3043,8199.189999999999,52.77741806860843
soskin,13,13,0,0,5,0.0,37.678
sospiro,865,843,15,7,500,2174.04,309.9392646711856
soundking,1147,1143,1,3,750,865.66,326.5882254036696
soundstream,689,688,0,1,515,24.45,86.80200083410259
sovtehstrom,19,18,1,0,16,0.0,19.713846153846152
sowell,349,340,7,2,212,929.24,477.48575438596487
soyntec,1597,1583,13,1,1160,2.55,4.570407637187889
sozzy,181,175,6,0,110,0.0,8.298011494252872
spalding,821,798,19,4,473,225.11999999999998,54.7066373464078
spalenka,297,293,4,0,172,0.0,22.642934027271107
spaquatoria,1988,1982,4,2,1462,97.56,28.680380369877575
sparky,83,82,1,0,64,0.0,428.16201785714287
sparta,32143,31415,463,265,15931,7780.93,29.63656943287488
specialized,849,840,7,2,524,2574.07,1289.7337381980367
spektr-pribor,1422,1344,56,22,769,1557.38,70.79
spektrsport,23,23,0,0,17,0.0,39.38
speroni,814,807,6,1,403,156.76,154.24665888894614
sphero,275,275,0,0,175,0.0,205.462023155416
spider-man,264,262,1,1,196,40.03,31.903659594530883
spiegelau,1151,1135,13,3,703,145.36,48.29053551655473
spinmaster,3132,3034,67,31,2123,4768.35,140.1849697802962
spinmasters,8,8,0,0,7,0.0,38.61
spinmop,5443,5159,226,58,2603,1207.48,20.98448433691238
splashlings,120,118,1,1,105,18.39,25.54603773584906
sportbaby,1037,1030,3,4,604,1107.78,314.5090502321635
sportelite,51638,49646,1591,401,19341,179952.55,397.2189215903687
sportop,3797,3607,163,27,1890,28919.66,1129.5841468934857
sports,1870,1751,92,27,772,15789.79,599.3902856216217
sporttovary,58,58,0,0,41,0.0,18.35
spur,12578,12487,57,34,9204,1061.77,29.82779746258279
squier,14621,14085,372,164,6572,39896.46,257.25250092552363
ssm,2270,2213,37,20,1599,5611.5,338.7007118278905
stabila,490,486,2,2,330,346.58,340.99532466503325
stadlerform,44,44,0,0,32,0.0,64.33
stagg,48316,45974,1654,688,22770,79257.79,128.86022593363123
stahlberg,196,196,0,0,162,0.0,80.9792649122807
stalemal,1731,1708,22,1,1107,32.95,49.24665637563459
stalker,5148,4997,123,28,2555,7480.86,278.45327753702327
standard,221,218,1,2,137,227.9,113.95
standardwinch,640,621,17,2,397,936.44,533.1535540130146
standart,296,293,2,1,230,99.23,92.22776168994167
stanley,140605,138671,1412,522,56881,25559.25,59.855036527543014
starfestival,922,903,16,3,718,81.09,55.1057607916583
stark,10770,10114,502,154,4504,73543.35,470.28833448864935
starline,473824,448057,19302,6465,142312,924695.5,157.93756368721594
starmix,2129,2110,16,3,1325,1840.4699999999998,216.13981768259882
starmom,6,6,0,0,4,0.0,5.02
startline,17249,16543,547,159,8411,60337.74,313.7886642582114
startlineplay,66,66,0,0,51,0.0,303.09
startrading,1413,1380,22,11,1072,159.28,83.82576126842432
startradingab,5768,5694,62,12,4386,1011.85,187.04876346337858
startradingabsvecia,1548,1538,9,1,1169,75.78,162.84499817451902
startul,20983,20772,128,83,15905,5790.049999999999,85.8952765449081
starwars,172,169,2,1,124,28.73,23.530344564240792
starway,3050,2817,200,33,1518,459.66,14.073774986257849
stationeryteam,159,148,9,2,117,66.28,35.41732985263194
staub,40,40,0,0,22,0.0,187.47301587301587
stavia,114,113,0,1,87,43.45,43.048907979407986
stavr,837,828,8,1,561,29.86,41.189403996732274
stayer,32347,31539,635,173,19607,5241.91,30.57412703913524
stealth,274,268,3,3,169,191.52,63.8318253968254
steba,93,86,5,2,51,241.92,120.96
steelflex,5396,5388,6,2,3922,2296.33,1343.3396307320731
steelpower,1623,1556,49,18,754,445.23,21.693439410970797
steelseries,32990,31541,1068,381,15275,26808.75,91.23132517411642
steffilove,941,919,16,6,660,192.39,30.627922363039122
steger,1180,1109,65,6,726,367.07,76.13338872907576
stellar,356,352,4,0,286,0.0,3.383218925518926
stels,746555,714310,22748,9497,286793,880180.99,90.9834019562753
stelz,271,271,0,0,208,0.0,20.530547052154198
stendmebel,64220,62771,1050,399,39469,62073.22,157.3713243459164
steppuzzle,13036,12585,335,116,9331,4074.53,34.798486749515426
stermay,336,326,9,1,194,9.01,8.545416916416917
stern,225,223,1,1,145,21.6,21.15000936329588
sterntaler,2167,2145,21,1,1644,31.66,28.9337383277428
sti,831,825,4,2,435,76.44999999999999,40.31694897439877
stiga,12634,12256,285,93,7327,8351.66,124.33209195780775
stihl,63916,61904,1443,569,21610,155744.86,373.08440848395935
stikbot,1289,1223,57,9,611,245.4,26.458061202965617
stilvasejspalni,290,289,1,0,197,0.0,29.642007936507934
stilzizni,336,333,2,1,242,26.13,28.290380029531192
stinger,2926,2875,32,19,1672,1900.9299999999998,114.6721284084605
stinol,1002,991,6,5,613,1433.89,270.98328589029023
stl,562,548,10,4,353,49.79,21.858426789763524
stn,49,49,0,0,36,0.0,92.56392857142858
stockli,644,640,3,1,359,1286.78,901.6178512728181
stokke,5085,5041,27,17,3074,5433.49,433.5739754974018
stolicatekstila,2528,2498,27,3,1238,96.91,32.95847248513911
stolline,151,150,1,0,90,0.0,128.7
stolplit,8247,8195,43,9,5420,3533.43,431.721995143671
stonelock,1214,1180,27,7,683,1194.35,167.4325006495179
stor,3,3,0,0,2,0.0,8.84
storm,1243,1239,4,0,978,0.0,163.5982519723278
stretcharmstrong,163,159,3,1,107,17.74,19.02105876068376
strikemaster,353,352,1,0,264,0.0,843.05
strobbs,151390,148103,2240,1047,89143,57356.68,53.710562309647344
strong,5869,5395,340,134,2934,15176.84,113.26
strunal,114,111,2,1,64,308.89,286.7080857354028
stryj,1275,1239,33,3,797,257.33,73.89857379711928
studiatek,11,11,0,0,8,0.0,6.44
studio,94,91,3,0,73,0.0,3.72
studiomaster,219,219,0,0,151,0.0,856.9158401833461
studioprofessional,5457,5230,196,31,2800,97.73,2.9213820174808403
stuntcar,5531,5418,110,3,3691,92.41,30.667256871736722
stupidcasual,132,127,4,1,96,26.13,23.874027777777776
suave,3340,3309,11,20,2290,2115.92,96.99600190330017
subea,44,43,1,0,40,0.0,180.18
subini,13079,12766,221,92,6541,9501.09,109.23585415678846
suda,7,7,0,0,6,0.0,8.42
sudaruska,48,48,0,0,35,0.0,54.13847222222222
sufix,497,491,5,1,321,10.17,10.17
sulhwasoo,145,143,2,0,84,0.0,285.66997508818343
sulongtojs,15,15,0,0,12,0.0,56.37
sulu,16592,16186,258,148,10605,11788.92,65.7425502435201
sumadl,1,1,0,0,1,0.0,846.61
sumdex,15646,14948,528,170,7314,4654.1,31.768347113420482
sumitomo,24,24,0,0,20,0.0,69.5
sun,6580,5969,451,160,2564,7565.4,46.82914288144813
sunbody,1264,1243,18,3,691,181.47,60.489999999999995
suncolor,623,606,16,1,288,19.65,23.754385891860633
sunday,4004,3955,34,15,1966,4095.04,308.521295376854
suneight,2019,1947,55,17,1087,248.46,14.81068285068896
sunfull,836,806,4,26,510,1405.56,54.06
sunlike,6,6,0,0,5,0.0,21.97
sunmi,2882,2816,49,17,1631,3500.81,205.93
sunsuki,1150,1148,0,2,842,2368.14,1203.3890559440558
sunsystem,828,820,7,1,356,959.26,664.2611321040071
suntech-msks,188,188,0,0,138,0.0,180.0448
sunwide,17455,15797,1217,441,8957,24961.74,60.60266526878756
superfine,139,125,8,6,73,61.1,11.215709401709402
superlux,620,606,10,4,396,272.86,68.86787542956262
supermicro,204,204,0,0,162,0.0,60.2878640776699
superwings,1325,1313,11,1,870,23.0,17.417624055283817
supra,8,8,0,0,5,0.0,26.29
suunto,16877,16655,176,46,6701,19921.82,407.06072091979314
suzuki,433,431,2,0,321,0.0,704.887391858349
sv,666135,653360,9016,3759,302609,919569.4199999999,287.6229244738333
svar,273,273,0,0,172,0.0,317.04302589385924
svc,42702,40407,1743,552,13328,25263.47,67.287949457286
sven,197200,186774,7626,2800,77696,103491.06,38.66816874345887
svetogor,240,237,2,1,171,38.59,38.59
svinkapeppa,3,3,0,0,3,0.0,51.28
svoboda,150,147,3,0,111,0.0,1.717203216374269
swarovski,232,230,2,0,158,0.0,235.51807476635514
swat,59688,57870,1281,537,31198,35069.5,76.13186964549664
swatch,19159,18821,233,105,7082,10915.95,106.44026916477382
sweety,3745,3467,178,100,1828,1237.3300000000002,10.51885459506693
sweetyhome,506,485,19,2,300,25.71,22.23549397605637
swisshome,29093,28389,432,272,14973,32368.760000000002,125.07708076157957
swissimage,39,38,1,0,35,0.0,1.5675757575757576
swissline,2004,1937,49,18,1111,707.87,78.84479870214865
swissmilitarybychrono,1549,1515,24,10,639,1569.4299999999998,170.42928123462806
swissmilitaryhanowa,834,825,6,3,377,554.71,263.70653245172934
sx,18,18,0,0,15,0.0,5.66
sylvanianfamilies,209,206,3,0,139,0.0,66.82256808185122
syma,34139,33522,462,155,15108,11370.52,87.53039880451021
symkaj,74,74,0,0,61,0.0,77.14
synology,1519,1485,26,8,781,3178.84,532.3599820566719
syntrax,3313,3195,87,31,1706,1160.01,39.21138258073139
szkeo,2,2,0,0,2,0.0,5.33
t-max,19465,19305,105,55,10185,21194.57,434.5507264515199
t-rex,4340,4115,155,70,1815,4169.23,62.07965425539213
t.bone,1,1,0,0,1,0.0,36.04
tacki,8,8,0,0,8,0.0,15.11625
tactic,2032,1926,82,24,1093,357.33,14.605962289015578
tacx,5134,4935,144,55,2824,19626.0,437.436533652555
taftoys,774,768,5,1,531,42.96,47.60243085279239
tagheuer,5866,5815,36,15,2819,27758.72,1780.6961168683943
tailg,33,33,0,0,21,0.0,566.27
taitong,123,116,4,3,93,994.34,325.0760876369327
tajnaazizndomasnihzivotnyh,29,29,0,0,21,0.0,60.129411764705885
takamine,6011,5888,97,26,3076,20779.11,1602.5946201927516
takeit,2280,2189,71,20,1583,321.72999999999996,13.371409517429313
tako,955,937,13,5,513,2754.25,556.207464062322
taller,5006,4870,108,28,3040,560.24,19.58605199163275
tamaris,36409,35927,321,161,23170,11868.3,75.56793338877817
tamish,2221,2142,69,10,1135,109.91,14.207004529137869
tamiteks,10596,10406,155,35,3611,1667.97,50.135588019842075
tamron,741,725,13,3,466,1725.86,725.6318243590233
tangleteezer,213,206,5,2,159,31.4,15.493986322188448
tanglewood,1504,1481,15,8,777,1928.0,303.9195973882964
tao-tao,379,371,8,0,213,0.0,205.75659055386646
target,792,777,13,2,447,92.50999999999999,37.55136580894203
targus,435,428,6,1,289,42.76,48.30122701837176
tarkett,67247,64226,2749,272,27720,1775.58,7.643310057036391
tarlan,1047,1031,12,4,546,3970.38,994.9668224570422
tascam,270,269,1,0,185,0.0,212.63659580498867
taschen,2,2,0,0,2,0.0,32.43
tatami,655,637,12,6,502,299.59999999999997,47.549776297934564
taxi,476,450,17,9,260,604.74,72.01528495930741
tch,7031,6937,65,29,3717,1881.37,70.60436517185092
tcl,220319,204494,11530,4295,82918,1090049.54,289.1490171977303
tdm,681,679,2,0,426,0.0,17.39731448009979
tdmelectric,63,63,0,0,54,0.0,49.071
teamgroup,4360,4148,158,54,2526,2369.57,58.836669578848095
tec,6086,6061,17,8,3182,1726.96,233.6425402782976
tech-line,3357,3306,20,31,2355,8503.789999999999,302.05285134938833
technogym,2099,2095,3,1,1701,310.15,319.137255661145
technomax,4735,4682,27,26,2726,4116.0599999999995,308.9476287422454
tecno,35470,33493,1297,680,16024,87738.69,108.39446211381292
tedmyfriend,267,261,4,2,187,23.16,10.432870583717358
teens,71,71,0,0,57,0.0,59.696041666666666
tefal,856539,811574,32313,12652,312655,1374304.39,123.40551361098768
tega,6384,6222,135,27,2772,282.39,10.497652732735265
tehnopark,98,97,1,0,65,0.0,8.207882882882883
teka,7484,7420,46,18,4489,8345.43,611.6962533981231
teknetics,804,798,2,4,438,1348.9099999999999,338.87247211350297
teknum,15654,14955,525,174,6639,13317.859999999999,73.56663466177584
teks,81,80,1,0,49,0.0,132.64530303030304
teks-dizajn,4,4,0,0,4,0.0,61.98
tekst,36,36,0,0,24,0.0,9.05
tekstilnaalavka,190,188,2,0,140,0.0,39.82436470588235
telecom,166,161,3,2,106,30.84,14.800555555555556
telefunken,5596,5523,60,13,4037,316.57,24.72988401801298
telwin,2734,2703,23,8,1554,3937.89,881.8909519773023
temp,1695,1641,43,11,978,845.62,73.51983215839957
tempish,2606,2561,34,11,1409,481.10999999999996,47.20659607475086
tenda,5969,5881,61,27,2619,839.9300000000001,34.05451664851669
teorema,1758,1742,12,4,997,266.1,255.50360122290897
teosa,37235,36442,554,239,17107,10637.88,48.59828129570212
teplokryma,502,501,1,0,315,0.0,40.151431821548755
teploross,25913,24615,990,308,9068,52276.6,190.48066431781533
teploteh,344,336,8,0,211,0.0,64.09
tera,286,286,0,0,224,0.0,99.23850552304837
terleckikomiks,7,7,0,0,6,0.0,8.49
termia,86,86,0,0,54,0.0,33.98
terminus,734,727,5,2,475,243.63,230.84792690360575
terra,4563,4487,54,22,2595,2746.7200000000003,125.34344906082008
terris,12601,11906,522,173,6118,6151.3099999999995,35.91935769670392
tesla,10,10,0,0,7,0.0,49.19571428571429
teslastyle,1229,1204,19,6,740,965.16,209.80097133391297
tesler,632,624,3,5,399,384.79999999999995,47.207414530830995
tesma,156,156,0,0,89,0.0,33.50395425685426
tesoro,6355,6343,6,6,4029,324.46,49.7835913322252
texa,642,641,1,0,380,0.0,25.699101354608104
texet,160509,152358,6129,2022,58298,45478.91,25.197592835420743
textura,2766,2692,62,12,1431,948.31,89.02069853709166
teyko,1080,1036,35,9,545,549.99,63.387389888935125
thefaceshop,1,1,0,0,1,0.0,16.71
thenice,680,674,5,1,462,55.34,55.34000000000001
thenorthface,244,242,2,0,155,0.0,38.589999999999996
thermalright,9,9,0,0,8,0.0,65.66
thermaltake,44016,43055,695,266,18297,29448.11,146.28407074925482
thermex,47980,45049,2105,826,16680,86511.64,109.80007926955301
theshinestonetrade,12823,11939,697,187,8664,862.07,4.61
thomas,171280,163502,5850,1928,53935,639691.14,337.67868743340364
thor,84,84,0,0,53,0.0,168.29985416666668
thorvik,926,912,10,4,750,302.72,75.68
thqnordic,902,886,11,5,741,180.04999999999998,36.01
three-a,141,141,0,0,92,0.0,65.64076719576718
thrustmaster,11666,11485,144,37,5270,11924.31,404.71772934081326
thule,32740,32237,379,124,17730,26715.28,343.21897754970297
tianzhanfitness,786,775,10,1,469,2046.38,1702.245941958883
tierra,333,333,0,0,212,0.0,46.942032687651334
tigar,69629,65692,2911,1026,36974,73551.58,65.48840549157391
tigerking,73,73,0,0,51,0.0,1329.4619298245616
tigres,321,318,3,0,246,0.0,10.789412077922078
tima,2311,2272,23,16,1373,315.28,20.79619255043547
timbergroup,103,101,2,0,62,0.0,61.39000000000001
timberk,99719,93916,4207,1596,39803,69207.95,48.99121382048668
timi,54,54,0,0,49,0.0,5.5026190476190475
timilostworld,51,51,0,0,43,0.0,5.772666666666667
timson,10128,9688,362,78,5644,1260.25,17.075102770352885
tinyfurries,118,112,6,0,66,0.0,28.37597142857143
tinylove,747,739,5,3,513,156.74,87.11898360848654
tinytoes,94,94,0,0,62,0.0,36.547551020408164
tisa,3062,2959,90,13,1690,173.5,20.180111476735444
tissot,150133,147479,1850,804,43038,375284.63,637.3868980519544
titan,12996,12688,203,105,7100,10956.82,96.26125154028666
tizianaterenzi,379,349,25,5,196,109.4,24.027818758984075
tizo,654,635,13,6,378,71.17,11.855442176870747
tl,738,730,7,1,506,68.65,49.020259227775746
tmnt,1770,1732,35,3,1152,122.97,43.18862131057261
tmsweetpups,40,36,3,1,24,14.57,14.569999999999999
to-plan,14,14,0,0,12,0.0,4.447727272727273
tobot,16747,16225,482,40,8669,2166.1,51.70503663240274
tognana,12825,12656,145,24,7928,1211.86,38.99888862598468
tokina,60,56,2,2,42,1602.32,873.8293872549019
tokler,1137,1068,42,27,578,2170.87,75.5650244683946
tokuryo,338,335,2,1,226,8.73,9.946939890710382
tomahawk,40842,40118,489,235,19842,23554.58,95.01712423617371
